FOODCODE,DESCRIPTION,F_TOTAL (cup eq.),F_CITMLB (cup eq.),F_OTHER (cup eq.),F_JUICE (cup eq.),V_TOTAL (cup eq.),V_DRKGR (cup eq.),V_REDOR_TOTAL (cup eq.),V_REDOR_TOMATO (cup eq.),V_REDOR_OTHER (cup eq.),V_STARCHY_TOTAL (cup eq.),V_STARCHY_POTATO (cup eq.),V_STARCHY_OTHER (cup eq.),V_OTHER (cup eq.),V_LEGUMES (cup eq.),G_TOTAL (oz. eq.),G_WHOLE (oz. eq.),G_REFINED (oz. eq.),PF_TOTAL (oz. eq.),PF_MPS_TOTAL (oz. eq.),PF_MEAT (oz. eq.),PF_CUREDMEAT (oz. eq.),PF_ORGAN (oz. eq.),PF_POULT (oz. eq.),PF_SEAFD_HI (oz. eq.),PF_SEAFD_LOW (oz. eq.),PF_EGGS (oz. eq.),PF_SOY (oz. eq.),PF_NUTSDS (oz. eq.),PF_LEGUMES (oz. eq.),D_TOTAL (cup eq.),D_MILK (cup eq.),D_YOGURT (cup eq.),D_CHEESE (cup eq.),OILS (grams),SOLID_FATS (grams),ADD_SUGARS (tsp. eq.),A_DRINKS (no. of drinks)
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,1.35,1.2,0
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,0.46,1.2,0
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0,0,0,0.14,1.2,0
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.19,0.19,0,0,0.69,0.14,2.01,0
11513390,"Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,1.51,0,0
11513391,"Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,2.67,0,0
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,1.43,0,0
11513393,"Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0.52,0,0
11513394,"Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0.19,0,0
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.2,0.2,0,0,0.7,0.19,0,0
11513400,"Chocolate milk, made from syrup, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,1.19,1.9,0
11513500,"Chocolate milk, made from syrup with whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,2.24,1.9,0
11513550,"Chocolate milk, made from syrup with reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,1.12,1.9,0
11513600,"Chocolate milk, made from syrup with low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0.29,1.9,0
11513700,"Chocolate milk, made from syrup with fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,1.9,0
11513750,"Chocolate milk, made from syrup with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.18,0.18,0,0,0.63,0,2.65,0
11513800,"Chocolate milk, made from light syrup, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,1.33,0.85,0
11513801,"Chocolate milk, made from light syrup with whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,2.38,0.85,0
11513802,"Chocolate milk, made from light syrup with reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,1.25,0.85,0
11513803,"Chocolate milk, made from light syrup with low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0.42,0.85,0
11513804,"Chocolate milk, made from light syrup with fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0.12,0.85,0
11513805,"Chocolate milk, made from light syrup with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.18,0.18,0,0,0.64,0.12,1.61,0
11513850,"Chocolate milk, made from sugar free syrup, NS as to type of milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,1.46,0,0
11513851,"Chocolate milk, made from sugar free syrup with whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,2.52,0,0
11513852,"Chocolate milk, made from sugar free syrup with reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,1.38,0,0
11513853,"Chocolate milk, made from sugar free syrup with low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0.55,0,0
11513854,"Chocolate milk, made from sugar free syrup with fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0,0,0,0.25,0,0
11513855,"Chocolate milk, made from sugar free syrup with non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.18,0.18,0,0,0.64,0.25,0,0
11514100,"Hot chocolate / Cocoa, made with dry mix and water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0.5,1.74,0
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.37,0,0,0,2.73,1.7,0
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.37,0,0,0,1.6,1.7,0
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.37,0,0,0,0.78,1.7,0
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.37,0,0,0,0.48,1.7,0
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.24,0.2,0,0,0.63,0.48,2.44,0
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.11,0,0,0,0.11,0,0
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.49,0,0,0,2.49,0,0
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.49,0,0,0,1.29,0,0
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.49,0,0,0,0.42,0,0
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.49,0,0,0,0.11,0,0
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.36,0.3,0,0,0.67,0.1,0,0
11519040,"Strawberry milk, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.29,0,0
11519050,"Strawberry milk, whole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,2.36,1.54,0
11519105,"Strawberry milk, reduced fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,1.19,1.25,0
11519200,"Strawberry milk, low fat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.28,1.58,0
11519205,"Strawberry milk, fat free",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,1.6,0
11519210,"Strawberry milk, reduced sugar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0.33,0.4,0
11519215,"Strawberry milk, non-dairy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0.19,0.19,0,0,0.67,0,2.52,0
11526000,"Milk, malted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.39,0,0,0,1.32,0.69,0
11531000,Eggnog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.32,0,0,0,0.33,0.33,0,0,0,4.19,0.7,0
11541110,"Milk shake, home recipe, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,5.35,1.97,0
11541120,"Milk shake, home recipe, flavors other than chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.34,0,0,0,5.37,1.49,0
11541130,"Milk shake, home recipe, chocolate, light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,2.8,1.9,0
11541135,"Milk shake, home recipe, flavors other than chocolate, light",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,1.77,1.52,0
11541400,Milk shake with malt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,5.17,1.61,0
11542100,"Milk shake, fast food, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,3.11,1.87,0
11542200,"Milk shake, fast food, flavors other than chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,2.9,1.9,0
11543000,"Milk shake, bottled, chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,3.11,1.87,0
11543010,"Milk shake, bottled, flavors other than chocolate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,2.9,1.9,0
11551050,Licuado or Batido,0.22,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,0,0,0,0.87,1.17,0
11553100,"Fruit smoothie, NFS",0.33,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.11,0.09,0,0,0.57,0.3,0
11553110,"Fruit smoothie, with whole fruit and dairy",0.33,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.11,0.09,0,0,0.57,0.3,0
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.12,0.1,0,0,0.62,0.33,0
11553130,"Fruit smoothie juice drink, with dairy",0.24,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0
11560000,Chocolate milk drink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.03,0,0,0,0.4,1.54,0
11710000,"Infant formula, NFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710050,"Infant formula, NS as to form (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710051,"Infant formula, ready-to-feed (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710053,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710054,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710055,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710056,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710350,"Infant formula, NS as to form (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710351,"Infant formula, ready-to-feed (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710352,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710353,"Infant formula, powder, made with water, NFS (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710354,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710355,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710356,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710357,"Infant formula, powder, made with tap water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710358,"Infant formula, powder, made with plain bottled water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710359,"Infant formula, powder, made with baby water (Similac Advance)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710360,"Infant formula, NS as to form (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710361,"Infant formula, ready-to-feed (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710363,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710367,"Infant formula, powder, made with tap water (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710368,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710369,"Infant formula, powder, made with baby water (Similac Advance Organic)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710370,"Infant formula, NS as to form (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710371,"Infant formula, ready-to-feed (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710372,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710373,"Infant formula, powder, made with water, NFS (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710374,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710375,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710376,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710377,"Infant formula, powder, made with tap water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710378,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710379,"Infant formula, powder, made with baby water (Similac Sensitive)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710380,"Infant formula, NS as to form (Similac for Spit-Up)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710381,"Infant formula, ready-to-feed (Similac for Spit-Up)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710383,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710470,"Infant formula, NS as to form (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710471,"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710473,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710477,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710478,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710479,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710480,"Infant formula, NS as to form (Similac Go and Grow)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710620,"Infant formula, NS as to form (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710621,"Infant formula, ready-to-feed (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710626,"Infant formula, powder, made with water, NFS (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710627,"Infant formula, powder, made with tap water (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710628,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710629,"Infant formula, powder, made with baby water (Enfamil Newborn)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710630,"Infant formula, NS as to form (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710631,"Infant formula, ready-to-feed (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710632,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710633,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710636,"Infant formula, powder, made with water, NFS (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710637,"Infant formula, powder, made with tap water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710638,"Infant formula, powder, made with plain bottled water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11710639,"Infant formula, powder, made with baby water (Enfamil Infant)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
